自动钓鱼 (跳过钓鱼小游戏，直接完美钓鱼！甚至鱼王都)
农舍改造 (这个模组为《星露谷物语》的农舍提供了全面)
棚屋布局更改 (这个模组优化了《星露谷物语》中棚屋的内部)
幽灵小猫 (这个模组为《星露谷物语》添加了一只漂浮在)
简易洒水器 (这个模组大幅降低了二级洒水器的制作门槛，)
帐篷换色 (这个模组为《星露谷物语》的帐篷工具包提供)
匹配楼梯 (这个模组为《星露谷物语》的所有原版地板材)
上古水果禁止制造 (这个模组移除了将上古水果放入种子生产器后)
恐怖的刘易斯 (这个模组将《星露谷物语》中的镇长刘易斯彻)
长笛块重制与音调菜单 (这个模组为《星露谷物语》的长笛块新增了2)
秋季植物 (这个模组将《星露谷物语》中所有季节性植物)
科学有时是骗子 (这个模组为《星露谷物语》的天气预报系统添)
艾利欧特的马肖像 (这个模组将《星露谷物语》中的艾利欧特进行)
原版马匹重制 (这个模组为《星露谷物语》的马匹系统增添了)
通灵板 (这个模组将《星露谷物语》中的电话和答录机)
棉花糖生物 (这个模组为《星露谷物语》中的所有小动物（)
沉默的加载界面 (这个模组将《星露谷物语》的加载界面背景音)
艾利欧特新肖像 (这个模组为《星露谷物语》中的可结婚角色艾)
《权力的游戏》主题 (这个模组将《星露谷物语》的某个自定义区域)
猫谷 (这个模组为《星露谷物语》中几乎所有原本不)
离职补偿 (这个模组为《星露谷物语》新增了一个充满讽)
移除社交 (这个模组优化了《星露谷物语》中的好感度与)
回程魔杖重制 (这个模组为《星露谷物语》的回程魔杖进行了)
灌木重制 (这个模组为《星露谷物语》中的三种灌木丛进)
更多螃蟹 (这个模组为《星露谷物语》的宠物系统带来了)
粉色小屋 (这个模组将《星露谷物语》中的普通农舍替换)
巫师白猫 (这个模组为《星露谷物语》新增了一只极具魔)
马变驴 (这个小巧可爱的模组将《星露谷物语》中的马)
更多优质商品 (这个模组是另一个优质商品模组的扩展版本，)
维克多新肖像 (这个模组将《星露谷物语扩展》（SVE）中)
新的原版家具 (这个模组为《星露谷物语》添加了一系列风格)
蘑菇稻草人 (这个模组将《星露谷物语》中普通的稻草人彻)
甜蜜矿洞 (这个模组将《星露谷物语》中普通的矿洞节点)
小字调整 (这个模组对《星露谷物语》中的多处像素文字)
苔藓替换 (这个模组为《星露谷物语》中长满苔藓的树木)
关闭箱子和门的声音 (这个模组移除了《星露谷物语》中三种特定的)
蓝色小鸡换色版 (这个模组为《星露谷物语》的蓝色小鸡添加了)
巨型制造物 (这个模组为游戏新增了比原版尺寸更大的可制)
熊家族肖像修复 (这款MOD为《星露谷物语》的「东斯卡普的)
新 NPC - 日向 (这个模组添加了来自《排球少年!!》的明亮)
全局配置设置重制 (这个模组添加了一个允许你更改所有存档的游)
魔法矿脉种子外观更改 (这款MOD为《星露谷物语》中「魔法矿脉种)
公园长椅纹理重制 (这款《星露谷物语》模组为你的农场带来了丰)
禁止弹窗 (这款MOD为《星露谷物语》的多人联机模式)
素食鱼塘 (这个MOD为《星露谷物语》带来了四种创意)
哈维的长胡子肖像 (这个MOD为《星露谷物语》中的医生哈维添)
灵魂火把 (这个模组为《星露谷物语》的回收系统新增了)
专业畜牧定价 (这个模组为《星露谷物语》的牲畜交易系统带)
彩虹滑板纹理 (这个MOD为《星露谷物语》注入了多元包容)
蜂蜜与手工艺品补丁 (这款MOD是专为《星露谷物语》中"更好的)
更为地道的说明 (这个MOD仅对《星露谷物语》中的桃子及其)
神奇万能车 (这个MOD为《星露谷物语》的农舍带来了经)
丰收扩展包 (这个MOD为《星露谷物语》注入了大量新鲜)
冬贝利 (这款MOD将《最终幻想》系列经典的"冬贝)
没有教程 (这款MOD移除了《星露谷物语》新农场开局)
博美犬 (这个模组为《星露谷物语》新增了一只独特的)
皮布尔作物 (这个模组新增了一种名为皮布尔的魔性作物及)
吸血鬼建筑 (这个模组能让你的农场建筑摇身一变，呈现出)
更多鸵鸟颜色 (这个MOD为《星露谷物语》带来了全新的鸵)
厨房杂物收藏集 (这个MOD为《星露谷物语》带来了丰富的厨)
魔法杂物收藏集 (这个MOD为《星露谷物语》带来了一系列充)
三倍浓缩Joja可乐 (这款MOD为《星露谷物语》中常见的Joj)
Joja优惠 (这个MOD为《星露谷物语》的Joja超市)
女巫帽 (这个MOD为《星露谷物语》添加了10款风)
沼泽女巫狗屋 (这个模组为《星露谷物语》1.6版本的狗窝)
莱尔-新NPC (这个MOD为《星露谷物语》新增了一位独立)
塞巴斯蒂安季节性肖像 (这个模组为《星露谷物语》中的塞巴斯蒂安提)
熔岩灯 (这个模组为《星露谷物语》注入了50款复古)
怪兽雕像 (这个模组为《星露谷物语》新增了66座栩栩)
战机博物馆 (这款名为「战机博物馆」的MOD将经典街机)
沼泽女巫建筑重制 (这款MOD为《星露谷物语扩展》中的新增建)
新的环境绘画包 (这个模组带来了30幅精心绘制的大型环境艺)
另一个绘画包 (这个MOD为《星露谷物语》新增了30幅精)
绘画包 (这个MOD为《星露谷物语》新增了30幅精)
无限弹弓弹药 (这个模组为游戏带来了革命性改进——只需装)
资源外观更改 (这个模组对《星露谷物语》中的基础资源进行)
阿比盖尔肖像替换 (这个模组为《星露谷物语》中的阿比盖尔带来)
彩虹鱼纹地砖 (这个模组为《星露谷物语》带来了两种风格的)
地图通知程序 (这个模组专为使用多地图扩展（如《星露谷扩)
花艺饮品续作 (这个模组为《星露谷物语》带来了41款以花)
更多路径 (这个模组为《星露谷物语》带来了丰富的路径)
可爱钩针艺术 (这个模组为《星露谷物语》带来了9款充满手)
戴着睡帽的卡比 (这个模组为《星露谷物语》带来了充满童趣的)
六角星果 (这个模组为《星露谷物语》新增了一种奇幻的)
马麦酱 (这个模组将《星露谷物语》中的啤酒替换成了)
绿色热带厨房 (这个模组专为《星露谷物语》的姜岛农舍量身)
简易化妆 (这款名为「简易彩妆包」的MOD为《星露谷)
身份盗窃 (这个模组让你可以用「发型栏位」佩戴所有村)
鹿角耳饰 (这个模组带来了一对萌化人心的鹿耳发饰！精)
牧神发型 (这个模组为《星露谷物语》的角色创建系统注)
CP-Belight's funiture pack 4 (本模组为CP模式，为游戏新赠了28件家具)
不再有树桩 (这个MOD移除了《星露谷物语》中城镇和森)
五彩之痛 (这款硬核MOD彻底颠覆了《星露谷物语》的)
稍大的起始农舍 (这款MOD为《星露谷物语》的初始农舍带来)
俏皮发饰 (这款MOD为《星露谷物语》添加了两款精致)
强力的食物 (这款内容扩展包基于"Persistent)
潘妮季节性服装 (这款为《星露谷物语》潘妮设计的季节性服装)
所得税 (这个模组为《星露谷物语》带来了极具挑战性)
水果树布丁续作 (这个MOD为《星露谷物语》的烹饪系统注入)
黄鸭画作 (这个模组为《星露谷物语》增添了俏皮的家居)
哈维肖像重制 (这款MOD对《星露谷物语》中哈维医生的原)
尼诺的新肖像 (这款MOD为尼诺模组中的原创角色尼诺带来)
季节性肖像模组 (这个模组为《星露谷物语》中 鹈鹕镇的所有)
时光跳跃者 (这个模组为《星露谷物语》添加了 时间快进)
龙猫马厩 (这个模组将《星露谷物语》中的 马厩 替换)
特殊食谱 (这个模组为《星露谷物语》新增了 5种特殊)
史酷比主题稻草人 (这个模组将《史酷比》动画中的经典角色带入)
能量滋补水修复 (这个模组恢复了《星露谷物语》1.6版本中)
早鸟 (这个模组为《星露谷物语》添加了一个 每日)
条纹面板壁纸 (这个模组为《星露谷物语》新增了一款 条纹)
皮克·芬格肖像 (这个模组将《星露谷物语》中 沙漠商人桑迪)
波点睡裙套装 (这个模组为《星露谷物语》添加了 三套波点)
NPC装饰物 (这个模组为《星露谷物语》添加了 NPC肖)
杂草 (这个模组为《星露谷物语》新增了 杂草生长)
自定义新发型 (这个模组为《星露谷物语》新增了 5款可全)
每日问候 (这个模组为《星露谷物语》添加了一个简单的)
龙猫小屋 (这个模组为《星露谷物语》添加了 龙猫主题)
巧克力小兔 (这个模组将《星露谷物语》中的兔子及兔子脚)
莫古利衣柜 (这个模组为《星露谷物语》新增了一款 可自)
紫色奖品券 (这个模组将《星露谷物语》中的 兑奖券 外)
意面制作 (这个模组为《星露谷物语》新增了 10种基)
龙猫喷水器 (这个模组将《星露谷物语》中的洒水器替换成)
捆绑包预览 (这个模组为《星露谷物语》新增了 全捆绑包)
牛耳朵 (这个模组新增了一款 萌系牛角耳饰，采用固)
音效板 (这个模组添加了一个菜单，你可以打开它来显)
约克夏梗犬 (这个模组为《星露谷物语》新增了 约克夏梗)
作物百科全书 (这个模组为《星露谷物语》添加了一个强大的)
现有堆栈更改 (这个模组彻底优化了《星露谷物语》的物品堆)
奇珍异宝博物馆 (这个模组为《星露谷物语》新增了一个小角落)
暮光羽毛货币 (一个简单的改善游戏体验的模组，将阳莓村的)
小鸟喷灌器 (这个模组将《星露谷物语》中的洒水器替换成)
彩绘鱼塘 (这是一个简单的模组，它为鱼塘菜单添加了一)
牛仔围巾 (这个模组为《星露谷物语》添加了一款 可爱)
阳莓村季节种子 (这个模组为《星露谷物语》中的阳莓村种子 )
时尚可爱牛仔帽 (这个模组新增了三款风格各异的牛仔帽，让你)
拖拉机皮肤 (这个模组为《星露谷物语》的拖拉机带来了 )
完美雕像之剑 (这个模组将游戏中的铱矿石替换为一柄插在铱)
更多收藏 - 武器库和服装 (这个模组在收藏夹标签中添加了两个新的收藏)
黄金鹅蛋黄酱 (这个模组为《星露谷物语扩展》中的 黄金鹅)
兔子服装包 (这个模组为《星露谷物语》添加了三套超萌的)
先知的乡村农舍 (这个模组为《星露谷物语》的建筑外观新增了)
水母纹理重制 (这个模组为《星露谷物语》中的 水母类生物)
青苔石厩风格谷仓 (这个模组将《星露谷物语》中的谷仓外观全面)
铱金喷灌器 (这个模组对《星露谷物语》中的铱金喷灌器进)
更多颜色的鸡 (这个模组为《星露谷物语》的小鸡系统带来了)
亡灵少年侦探社 (这个模组新增了三位完整NPC角色——查尔)
绿头鸭 (这个模组为《星露谷物语》中的鸭子带来了全)
浆果季节 (欢迎来到浆果季节！添加10多种新的可采集)
可爱地毯 (这个模组为《星露谷物语》添加了 49 条)
谷仓动物换色 (这个模组添加了谷仓动物的换色版本，每个动)
手工商品增强版 (这个模组对手工商品进行纹理重制，并增加了)
维兰妮蒂终极扩展包 (在这个模组中，将 225 种以上的新手工)
心形格子砖 (这个模组为游戏添加了一组极具浪漫风格的心)
市长布比斯 (这个模组通过将市长路易斯变成市长布比斯，)
可爱的动物稻草人 (通过配置选项，你可以选择用可爱的动物版替)
格纹壁纸 (这个模组添加了16 款可爱的格纹壁纸，有)
铱蛇 (这个模组将蛇的纹理进行重制，使其不会像原)
柑橘树模组 (这个模组为每个季节添加新的柑橘树！包括柠)
黄色小鸭 (这个模组让你的小鸭变成可爱的黄色！用黄色)
家具光球 (这个模组添加了 18 个家具光球。其中有)
移除音效 (这个模组移除开箱和关箱时的音效。每次路过)
草地农场 (这个模组新增一个小的草地农场地图。-可以)
猫咪替换器 (这个模组是一个简单的模型模组，将原版游戏)
各种颜色可骑乘的龙 (这个模组将你的马替换为你喜欢的任何颜色的)
更多节日商品配方 (这个模组为节日可获取商品增加了更多制作配)
更小的稻草人 (这个模组会缩小稻草人，让你能看到它们后面)
可放置的木桶 (这个模组使城镇周围的装饰性木桶可以在制作)
熊形地砖 (这个模组为游戏添加了一个可爱的熊砖，用于)
更多短发 (这个模组为游戏中的农夫添加了更多短发造型)
多种混搭比基尼泳装 (这个模组将农民的默认泳衣更改为多种颜色和)
爷爷小屋纹理重制 (这个模组对爷爷的小屋进行重新着色，使其饱)
更多食物 (这个模组增加了许多新的食物选项，例如，甜)
心形地砖 (这个模组为游戏添加了20 种颜色的可爱爱)
蛋黄酱蛋糕 (这个模组添加了一款用蛋黄酱制作的蛋糕！玩)
恐龙果肉牧场 (这个模组添加了恐龙肉块作为新的谷仓动物！)
更多茶饮 (此模组重新设计了原版茶叶加工，并添加了新)
大车库改造 (这个模组替换了马厩和拖拉机车库的模型，更)
新装饰村庄 (这个模组添加了一个新的装饰性村庄，在农场)
功能性病床 (这个模组使医院床具有功能性让你能够在医院)
